release_date,date_id,year,month,quarter
2014-01-15,676,2014,1,1
2015-12-24,677,2015,12,4
2016-03-02,678,2016,3,1
1997-11-12,679,1997,11,4
2007-03-22,680,2007,3,1
2014-09-10,681,2014,9,3
1998-10-16,682,1998,10,4
2014-02-06,683,2014,2,1
2005-03-11,684,2005,3,1
2013-01-10,685,2013,1,1
2009-06-18,686,2009,6,2
2009-04-17,687,2009,4,2
1999-02-11,688,1999,2,1
2006-04-19,689,2006,4,2
2009-11-19,690,2009,11,4
2002-12-13,691,2002,12,4
2003-09-02,692,2003,9,3
2012-09-21,693,2012,9,3
2010-01-29,694,2010,1,1
1997-01-10,695,1997,1,1
2002-12-06,696,2002,12,4
2008-09-11,697,2008,9,3
2009-04-24,698,2009,4,2
2000-09-15,699,2000,9,3
2006-06-15,700,2006,6,2
2005-04-27,701,2005,4,2
2011-05-05,702,2011,5,2
1997-08-15,703,1997,8,3
2002-02-22,704,2002,2,1
2006-09-15,705,2006,9,3
2001-10-19,706,2001,10,4
2000-01-14,707,2000,1,1
2014-02-13,708,2014,2,1
2013-08-21,709,2013,8,3
2008-07-08,710,2008,7,3
2005-06-27,711,2005,6,2
1999-03-26,712,1999,3,1
2008-12-11,713,2008,12,4
2015-01-21,714,2015,1,1
2007-11-29,715,2007,11,4
2003-10-23,716,2003,10,4
2016-01-22,717,2016,1,1
2005-08-12,718,2005,8,3
2016-02-09,719,2016,2,1
1998-10-08,720,1998,10,4
2014-12-11,721,2014,12,4
2005-09-16,722,2005,9,3
2000-04-28,723,2000,4,2
1988-05-24,724,1988,5,2
2008-03-24,725,2008,3,1
2015-12-11,726,2015,12,4
2009-12-17,727,2009,12,4
2013-06-07,728,2013,6,2
2010-09-09,729,2010,9,3
1997-10-17,730,1997,10,4
2012-06-14,731,2012,6,2
1996-05-31,732,1996,5,2
2004-11-12,733,2004,11,4
2011-12-10,734,2011,12,4
2001-08-17,735,2001,8,3
1994-07-06,736,1994,7,3
2007-12-13,737,2007,12,4
2000-10-06,738,2000,10,4
1995-06-14,739,1995,6,2
1978-12-13,740,1978,12,4
1996-06-26,741,1996,6,2
2005-02-10,742,2005,2,1
1997-07-15,743,1997,7,3
2003-08-01,744,2003,8,3
2013-10-10,745,2013,10,4
2010-04-08,746,2010,4,2
1995-05-26,747,1995,5,2
2014-09-24,748,2014,9,3
1995-05-12,749,1995,5,2
2005-09-22,750,2005,9,3
1994-12-09,751,1994,12,4
1998-04-10,752,1998,4,2
2003-10-10,753,2003,10,4
1999-08-12,754,1999,8,3
2004-04-16,755,2004,4,2
1989-12-22,756,1989,12,4
1992-07-30,757,1992,7,3
2000-05-26,758,2000,5,2
1996-03-15,759,1996,3,1
2011-06-17,760,2011,6,2
2008-04-18,761,2008,4,2
2013-10-30,762,2013,10,4
1992-05-22,763,1992,5,2
1996-12-14,764,1996,12,4
1998-09-25,765,1998,9,3
2014-11-27,766,2014,11,4
2012-07-26,767,2012,7,3
2003-03-11,768,2003,3,1
1999-06-04,769,1999,6,2
2003-12-10,770,2003,12,4
2008-02-28,771,2008,2,1
2008-01-30,772,2008,1,1
1996-08-02,773,1996,8,3
1996-08-15,774,1996,8,3
2007-09-09,775,2007,9,3
2005-11-30,776,2005,11,4
2003-02-21,777,2003,2,1
1997-01-09,778,1997,1,1
2010-11-23,779,2010,11,4
2004-10-26,780,2004,10,4
1962-06-13,781,1962,6,2
2002-01-04,782,2002,1,1
2002-03-22,783,2002,3,1
2008-12-18,784,2008,12,4
2013-01-31,785,2013,1,1
1990-12-24,786,1990,12,4
2005-10-06,787,2005,10,4
2006-07-14,788,2006,7,3
1980-12-04,789,1980,12,4
2006-09-10,790,2006,9,3
2000-06-15,791,2000,6,2
1997-11-20,792,1997,11,4
2001-03-09,793,2001,3,1
2001-10-30,794,2001,10,4
2015-09-04,795,2015,9,3
2006-10-18,796,2006,10,4
2007-04-06,797,2007,4,2
2002-12-25,798,2002,12,4
2012-12-19,799,2012,12,4
2006-06-01,800,2006,6,2
2008-07-03,801,2008,7,3
2010-02-10,802,2010,2,1
2005-08-05,803,2005,8,3
2011-08-05,804,2011,8,3
1999-12-22,805,1999,12,4
1995-11-22,806,1995,11,4
2010-02-05,807,2010,2,1
2000-06-22,808,2000,6,2
2006-11-22,809,2006,11,4
2009-03-15,810,2009,3,1
2001-05-16,811,2001,5,2
2011-03-03,812,2011,3,1
1991-06-14,813,1991,6,2
2012-06-29,814,2012,6,2
1997-12-19,815,1997,12,4
2002-06-28,816,2002,6,2
2011-06-08,817,2011,6,2
2000-03-17,818,2000,3,1
2003-02-07,819,2003,2,1
2014-06-05,820,2014,6,2
1994-11-11,821,1994,11,4
2008-12-09,822,2008,12,4
2016-06-15,823,2016,6,2
1999-02-05,824,1999,2,1
1995-06-09,825,1995,6,2
2011-12-22,826,2011,12,4
2006-03-10,827,2006,3,1
2005-03-17,828,2005,3,1
2004-11-24,829,2004,11,4
2011-09-22,830,2011,9,3
1995-03-10,831,1995,3,1
2014-01-26,832,2014,1,1
2009-03-12,833,2009,3,1
2006-03-15,834,2006,3,1
2003-02-06,835,2003,2,1
2006-02-10,836,2006,2,1
2005-06-22,837,2005,6,2
2001-09-28,838,2001,9,3
2013-01-17,839,2013,1,1
2002-05-10,840,2002,5,2
2011-02-18,841,2011,2,1
2005-11-23,842,2005,11,4
2016-01-13,843,2016,1,1
1997-02-14,844,1997,2,1
1997-08-22,845,1997,8,3
2006-04-21,846,2006,4,2
2000-08-07,847,2000,8,3
2012-04-04,848,2012,4,2
1998-07-29,849,1998,7,3
2014-08-06,850,2014,8,3
1994-05-24,851,1994,5,2
1990-06-15,852,1990,6,2
2014-10-08,853,2014,10,4
1997-09-26,854,1997,9,3
2004-09-10,855,2004,9,3
2003-10-03,856,2003,10,4
1994-02-18,857,1994,2,1
2000-02-11,858,2000,2,1
2004-05-27,859,2004,5,2
2009-09-29,860,2009,9,3
1999-09-17,861,1999,9,3
1996-06-28,862,1996,6,2
2010-10-15,863,2010,10,4
2002-04-19,864,2002,4,2
1995-10-06,865,1995,10,4
2007-02-06,866,2007,2,1
1999-10-13,867,1999,10,4
2013-03-22,868,2013,3,1
2003-04-18,869,2003,4,2
2002-08-04,870,2002,8,3
2009-02-03,871,2009,2,1
1996-08-09,872,1996,8,3
2004-12-10,873,2004,12,4
2016-06-24,874,2016,6,2
2005-02-25,875,2005,2,1
2015-03-11,876,2015,3,1
2007-09-14,877,2007,9,3
2005-09-30,878,2005,9,3
1999-10-18,879,1999,10,4
2011-04-08,880,2011,4,2
2011-09-30,881,2011,9,3
1997-11-07,882,1997,11,4
1994-07-01,883,1994,7,3
1995-10-13,884,1995,10,4
2010-05-20,885,2010,5,2
2009-09-03,886,2009,9,3
2013-02-13,887,2013,2,1
2002-03-28,888,2002,3,1
2016-02-06,889,2016,2,1
2004-01-30,890,2004,1,1
2000-03-03,891,2000,3,1
2011-02-24,892,2011,2,1
2009-02-27,893,2009,2,1
2001-11-02,894,2001,11,4
1990-07-11,895,1990,7,3
2009-04-01,896,2009,4,2
2000-12-27,897,2000,12,4
1989-05-24,898,1989,5,2
2012-09-06,899,2012,9,3
2015-03-04,900,2015,3,1
1999-11-04,901,1999,11,4
2002-03-29,902,2002,3,1
2006-08-08,903,2006,8,3
1999-09-27,904,1999,9,3
2015-03-15,905,2015,3,1
2001-07-30,906,2001,7,3
2001-10-22,907,2001,10,4
2001-12-25,908,2001,12,4
2000-10-19,909,2000,10,4
1984-12-14,910,1984,12,4
2007-09-06,911,2007,9,3
2014-12-16,912,2014,12,4
1998-06-26,913,1998,6,2
1996-06-10,914,1996,6,2
1998-09-16,915,1998,9,3
1982-10-22,916,1982,10,4
1972-03-20,917,1972,3,1
2006-09-14,918,2006,9,3
1996-02-23,919,1996,2,1
1997-06-19,920,1997,6,2
2001-07-17,921,2001,7,3
1996-11-21,922,1996,11,4
2010-06-18,923,2010,6,2
1996-07-04,924,1996,7,3
1997-03-21,925,1997,3,1
2016-07-13,926,2016,7,3
1981-05-04,927,1981,5,2
1994-05-26,928,1994,5,2
2012-09-27,929,2012,9,3
2003-10-24,930,2003,10,4
2000-12-14,931,2000,12,4
2008-07-10,932,2008,7,3
2004-08-06,933,2004,8,3
1993-12-16,934,1993,12,4
1994-07-20,935,1994,7,3
2007-12-25,936,2007,12,4
1992-06-04,937,1992,6,2
2005-05-13,938,2005,5,2
2013-09-18,939,2013,9,3
2001-10-05,940,2001,10,4
1999-12-23,941,1999,12,4
1998-08-21,942,1998,8,3
2005-01-14,943,2005,1,1
2002-04-07,944,2002,4,2
1997-04-11,945,1997,4,2
2000-07-30,946,2000,7,3
2003-09-07,947,2003,9,3
1994-10-07,948,1994,10,4
1996-08-16,949,1996,8,3
1968-04-24,950,1968,4,2
2005-01-15,951,2005,1,1
2004-12-12,952,2004,12,4
2007-09-20,953,2007,9,3
2014-05-21,954,2014,5,2
2006-01-13,955,2006,1,1
1994-09-30,956,1994,9,3
1995-07-14,957,1995,7,3
2012-07-06,958,2012,7,3
2004-09-06,959,2004,9,3
2003-04-06,960,2003,4,2
2006-07-27,961,2006,7,3
2006-03-01,962,2006,3,1
2008-08-20,963,2008,8,3
1996-10-04,964,1996,10,4
1996-07-19,965,1996,7,3
2001-01-09,966,2001,1,1
2005-12-25,967,2005,12,4
2000-12-11,968,2000,12,4
2010-02-12,969,2010,2,1
1998-01-30,970,1998,1,1
2008-09-15,971,2008,9,3
2006-12-21,972,2006,12,4
2008-08-21,973,2008,8,3
2002-04-05,974,2002,4,2
2007-10-04,975,2007,10,4
1997-01-31,976,1997,1,1
2011-09-15,977,2011,9,3
2012-06-15,978,2012,6,2
2012-10-11,979,2012,10,4
1993-08-06,980,1993,8,3
2010-03-16,981,2010,3,1
1996-10-18,982,1996,10,4
1985-05-21,983,1985,5,2
1996-02-02,984,1996,2,1
1940-02-23,985,1940,2,1
1980-11-19,986,1980,11,4
2006-01-12,987,2006,1,1
2015-11-10,988,2015,11,4
2000-12-21,989,2000,12,4
2000-04-06,990,2000,4,2
2005-02-02,991,2005,2,1
2002-04-12,992,2002,4,2
1993-06-30,993,1993,6,2
2010-05-01,994,2010,5,2
1999-05-13,995,1999,5,2
2000-06-21,996,2000,6,2
2004-01-16,997,2004,1,1
1992-06-30,998,1992,6,2
1963-06-12,999,1963,6,2
2002-04-03,1000,2002,4,2
2002-01-25,1001,2002,1,1
2009-07-08,1002,2009,7,3
1989-07-07,1003,1989,7,3
2011-03-11,1004,2011,3,1
2001-03-01,1005,2001,3,1
2012-01-26,1006,2012,1,1
2010-12-02,1007,2010,12,4
2002-11-08,1008,2002,11,4
2015-04-08,1009,2015,4,2
2001-05-11,1010,2001,5,2
2003-08-15,1011,2003,8,3
2012-01-13,1012,2012,1,1
2011-10-13,1013,2011,10,4
1984-06-22,1014,1984,6,2
2013-12-12,1015,2013,12,4
2009-06-01,1016,2009,6,2
1999-09-24,1017,1999,9,3
1989-11-20,1018,1989,11,4
2014-07-14,1019,2014,7,3
2015-02-11,1020,2015,2,1
2003-07-25,1021,2003,7,3
1996-07-24,1022,1996,7,3
2013-12-24,1023,2013,12,4
1992-07-01,1024,1992,7,3
2016-05-13,1025,2016,5,2
2010-09-30,1026,2010,9,3
2009-02-06,1027,2009,2,1
2006-04-13,1028,2006,4,2
2000-02-03,1029,2000,2,1
1990-05-25,1030,1990,5,2
2015-03-26,1031,2015,3,1
1992-11-13,1032,1992,11,4
2009-08-06,1033,2009,8,3
2013-04-12,1034,2013,4,2
1999-12-25,1035,1999,12,4
2014-11-12,1036,2014,11,4
2006-02-17,1037,2006,2,1
2016-01-14,1038,2016,1,1
1992-09-25,1039,1992,9,3
2004-10-29,1040,2004,10,4
2005-04-01,1041,2005,4,2
2008-02-01,1042,2008,2,1
2009-03-20,1043,2009,3,1
1991-12-20,1044,1991,12,4
2006-01-26,1045,2006,1,1
2009-03-11,1046,2009,3,1
2009-08-26,1047,2009,8,3
2015-10-15,1048,2015,10,4
2001-11-17,1049,2001,11,4
2004-10-15,1050,2004,10,4
1997-07-31,1051,1997,7,3
2002-01-23,1052,2002,1,1
2011-03-17,1053,2011,3,1
2011-02-16,1054,2011,2,1
2006-10-19,1055,2006,10,4
2014-11-26,1056,2014,11,4
2013-02-14,1057,2013,2,1
1987-06-29,1058,1987,6,2
2010-07-03,1059,2010,7,3
1986-06-18,1060,1986,6,2
2004-03-12,1061,2004,3,1
2006-06-16,1062,2006,6,2
2005-07-29,1063,2005,7,3
2012-08-15,1064,2012,8,3
2008-05-02,1065,2008,5,2
1997-12-03,1066,1997,12,4
1992-02-07,1067,1992,2,1
1994-12-19,1068,1994,12,4
2000-08-11,1069,2000,8,3
2007-02-09,1070,2007,2,1
2011-02-14,1071,2011,2,1
2011-04-11,1072,2011,4,2
1999-02-26,1073,1999,2,1
1991-03-01,1074,1991,3,1
2014-07-17,1075,2014,7,3
2000-02-16,1076,2000,2,1
2011-08-12,1077,2011,8,3
1999-08-16,1078,1999,8,3
2000-10-12,1079,2000,10,4
2008-03-20,1080,2008,3,1
2014-05-22,1081,2014,5,2
2011-12-24,1082,2011,12,4
2010-01-12,1083,2010,1,1
2005-11-09,1084,2005,11,4
2000-08-23,1085,2000,8,3
1999-04-02,1086,1999,4,2
1996-08-23,1087,1996,8,3
2001-09-07,1088,2001,9,3
2001-02-16,1089,2001,2,1
2007-04-05,1090,2007,4,2
1973-10-02,1091,1973,10,4
1994-06-03,1092,1994,6,2
2011-07-27,1093,2011,7,3
1998-05-15,1094,1998,5,2
2002-09-06,1095,2002,9,3
1999-01-15,1096,1999,1,1
1996-02-16,1097,1996,2,1
1995-09-22,1098,1995,9,3
1995-04-21,1099,1995,4,2
2012-09-09,1100,2012,9,3
1987-05-15,1101,1987,5,2
2009-10-23,1102,2009,10,4
2002-04-26,1103,2002,4,2
1992-02-28,1104,1992,2,1
2001-04-25,1105,2001,4,2
2004-05-01,1106,2004,5,2
2004-10-22,1107,2004,10,4
2012-02-02,1108,2012,2,1
1999-03-12,1109,1999,3,1
2008-11-07,1110,2008,11,4
1980-01-01,1111,1980,1,1
1999-08-05,1112,1999,8,3
2009-09-08,1113,2009,9,3
2001-12-03,1114,2001,12,4
2002-11-27,1115,2002,11,4
2001-04-06,1116,2001,4,2
2008-12-12,1117,2008,12,4
2015-02-16,1118,2015,2,1
2007-04-12,1119,2007,4,2
1995-09-14,1120,1995,9,3
2007-09-03,1121,2007,9,3
1994-03-11,1122,1994,3,1
2007-12-12,1123,2007,12,4
2005-07-17,1124,2005,7,3
2013-08-01,1125,2013,8,3
2011-10-12,1126,2011,10,4
2004-09-24,1127,2004,9,3
1994-05-11,1128,1994,5,2
2015-07-10,1129,2015,7,3
2009-08-14,1130,2009,8,3
2007-02-02,1131,2007,2,1
2012-10-04,1132,2012,10,4
2005-08-25,1133,2005,8,3
2004-02-20,1134,2004,2,1
1983-06-17,1135,1983,6,2
2002-09-26,1136,2002,9,3
2009-07-24,1137,2009,7,3
1996-03-29,1138,1996,3,1
2002-08-07,1139,2002,8,3
1994-11-17,1140,1994,11,4
2013-01-08,1141,2013,1,1
2011-03-15,1142,2011,3,1
2014-05-20,1143,2014,5,2
2001-03-23,1144,2001,3,1
2015-04-16,1145,2015,4,2
2001-05-15,1146,2001,5,2
1999-08-24,1147,1999,8,3
1996-09-27,1148,1996,9,3
2001-09-04,1149,2001,9,3
2009-11-06,1150,2009,11,4
1982-06-25,1151,1982,6,2
2013-09-02,1152,2013,9,3
1997-10-31,1153,1997,10,4
2001-11-30,1154,2001,11,4
2008-10-07,1155,2008,10,4
2007-12-17,1156,2007,12,4
2015-11-25,1157,2015,11,4
2010-09-15,1158,2010,9,3
2012-05-17,1159,2012,5,2
2008-09-05,1160,2008,9,3
2008-04-03,1161,2008,4,2
1999-12-08,1162,1999,12,4
2010-02-26,1163,2010,2,1
2016-01-21,1164,2016,1,1
2008-11-20,1165,2008,11,4
1997-05-02,1166,1997,5,2
1983-10-07,1167,1983,10,4
2010-03-26,1168,2010,3,1
2014-09-12,1169,2014,9,3
2000-02-25,1170,2000,2,1
2003-04-04,1171,2003,4,2
1996-12-20,1172,1996,12,4
2011-01-28,1173,2011,1,1
1997-09-07,1174,1997,9,3
2000-01-28,1175,2000,1,1
2008-07-17,1176,2008,7,3
2003-01-01,1177,2003,1,1
2015-12-19,1178,2015,12,4
1999-06-08,1179,1999,6,2
1989-06-23,1180,1989,6,2
2011-03-25,1181,2011,3,1
1992-05-15,1182,1992,5,2
2009-11-20,1183,2009,11,4
2001-03-18,1184,2001,3,1
2011-07-08,1185,2011,7,3
2010-12-22,1186,2010,12,4
2006-06-30,1187,2006,6,2
1979-12-06,1188,1979,12,4
2013-02-07,1189,2013,2,1
1991-11-15,1190,1991,11,4
2008-03-27,1191,2008,3,1
2015-07-17,1192,2015,7,3
2005-03-25,1193,2005,3,1
1996-11-14,1194,1996,11,4
1997-09-19,1195,1997,9,3
1997-09-10,1196,1997,9,3
1984-11-14,1197,1984,11,4
2000-08-17,1198,2000,8,3
1998-03-12,1199,1998,3,1
2010-08-20,1200,2010,8,3
2007-03-23,1201,2007,3,1
2011-07-21,1202,2011,7,3
2016-05-04,1203,2016,5,2
2013-11-16,1204,2013,11,4
1992-11-18,1205,1992,11,4
2009-11-24,1206,2009,11,4
2009-01-22,1207,2009,1,1
2007-07-04,1208,2007,7,3
2006-04-07,1209,2006,4,2
2005-07-21,1210,2005,7,3
1997-02-27,1211,1997,2,1
2002-03-15,1212,2002,3,1
1982-06-04,1213,1982,6,2
2004-03-25,1214,2004,3,1
2008-10-15,1215,2008,10,4
2011-10-27,1216,2011,10,4
2010-04-23,1217,2010,4,2
2001-11-21,1218,2001,11,4
1976-04-07,1219,1976,4,2
1994-12-22,1220,1994,12,4
2002-09-24,1221,2002,9,3
2006-12-01,1222,2006,12,4
2005-04-30,1223,2005,4,2
2004-12-01,1224,2004,12,4
2011-11-09,1225,2011,11,4
2008-08-15,1226,2008,8,3
2002-02-10,1227,2002,2,1
1990-11-20,1228,1990,11,4
2008-01-22,1229,2008,1,1
1999-02-12,1230,1999,2,1
1980-09-01,1231,1980,9,3
2012-10-18,1232,2012,10,4
1997-11-21,1233,1997,11,4
2015-11-13,1234,2015,11,4
1992-12-25,1235,1992,12,4
2008-07-24,1236,2008,7,3
2004-04-09,1237,2004,4,2
2015-11-12,1238,2015,11,4
2000-02-22,1239,2000,2,1
2013-01-18,1240,2013,1,1
2012-08-24,1241,2012,8,3
2015-05-08,1242,2015,5,2
2002-09-08,1243,2002,9,3
2013-01-23,1244,2013,1,1
2004-09-13,1245,2004,9,3
2010-04-02,1246,2010,4,2
2012-09-05,1247,2012,9,3
1983-07-29,1248,1983,7,3
2007-10-22,1249,2007,10,4
1991-01-18,1250,1991,1,1
2007-12-21,1251,2007,12,4
2009-03-04,1252,2009,3,1
2009-09-09,1253,2009,9,3
2011-05-18,1254,2011,5,2
1998-09-04,1255,1998,9,3
2014-03-28,1256,2014,3,1
2003-09-05,1257,2003,9,3
2008-12-05,1258,2008,12,4
2006-08-11,1259,2006,8,3
2006-09-09,1260,2006,9,3
1992-02-21,1261,1992,2,1
1993-02-05,1262,1993,2,1
1997-02-13,1263,1997,2,1
2002-11-06,1264,2002,11,4
1981-04-17,1265,1981,4,2
1995-09-20,1266,1995,9,3
2010-10-20,1267,2010,10,4
2015-03-05,1268,2015,3,1
1993-09-17,1269,1993,9,3
2006-09-06,1270,2006,9,3
1999-09-01,1271,1999,9,3
2008-07-19,1272,2008,7,3
2015-04-09,1273,2015,4,2
1999-08-26,1274,1999,8,3
2000-05-05,1275,2000,5,2
2012-11-29,1276,2012,11,4
1981-12-25,1277,1981,12,4
1992-12-11,1278,1992,12,4
2000-05-31,1279,2000,5,2
2006-08-06,1280,2006,8,3
2000-09-08,1281,2000,9,3
2004-04-15,1282,2004,4,2
2005-06-06,1283,2005,6,2
2012-04-16,1284,2012,4,2
1999-04-23,1285,1999,4,2
1983-05-23,1286,1983,5,2
2008-03-14,1287,2008,3,1
2012-02-23,1288,2012,2,1
2003-10-09,1289,2003,10,4
1996-07-05,1290,1996,7,3
2002-01-18,1291,2002,1,1
1988-11-22,1292,1988,11,4
2011-04-28,1293,2011,4,2
1999-09-10,1294,1999,9,3
2000-09-13,1295,2000,9,3
2010-08-26,1296,2010,8,3
2013-04-25,1297,2013,4,2
1993-01-15,1298,1993,1,1
2007-02-23,1299,2007,2,1
2013-10-16,1300,2013,10,4
1979-12-13,1301,1979,12,4
2005-09-10,1302,2005,9,3
2005-08-02,1303,2005,8,3
1995-02-09,1304,1995,2,1
2004-04-04,1305,2004,4,2
1999-10-22,1306,1999,10,4
2010-03-18,1307,2010,3,1
2007-02-08,1308,2007,2,1
1996-09-06,1309,1996,9,3
2013-03-14,1310,2013,3,1
1997-03-26,1311,1997,3,1
2004-03-28,1312,2004,3,1
1979-08-15,1313,1979,8,3
2010-09-01,1314,2010,9,3
1995-12-29,1315,1995,12,4
2016-04-14,1316,2016,4,2
1985-12-20,1317,1985,12,4
2012-11-02,1318,2012,11,4
1979-06-26,1319,1979,6,2
2014-02-26,1320,2014,2,1
1990-08-09,1321,1990,8,3
2015-07-28,1322,2015,7,3
1995-10-20,1323,1995,10,4
2002-12-26,1324,2002,12,4
1999-06-25,1325,1999,6,2
2001-08-10,1326,2001,8,3
1995-10-30,1327,1995,10,4
1994-06-09,1328,1994,6,2
2012-02-05,1329,2012,2,1
2010-01-21,1330,2010,1,1
2000-09-29,1331,2000,9,3
1990-03-02,1332,1990,3,1
2013-08-16,1333,2013,8,3
2004-06-18,1334,2004,6,2
1991-11-22,1335,1991,11,4
